iso_code,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
IND,2020-05-08,56342,3390,1886,103,40.827,2.457,1.367,0.075,1437788.0,80375.0,1.042,0.058,76448.0,0.055,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-09,59662,3320,1981,95,43.233,2.406,1.436,0.069,1523213.0,85425.0,1.104,0.062,78121.0,0.057,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-10,62939,3277,2109,128,45.608,2.375,1.528,0.093,1609037.0,85824.0,1.166,0.062,80370.0,0.058,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-11,67152,4213,2206,97,48.661,3.053,1.599,0.07,1673688.0,64651.0,1.213,0.047,80922.0,0.059,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-12,70756,3604,2293,87,51.272,2.612,1.662,0.063,1759579.0,85891.0,1.275,0.062,81090.0,0.059,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-13,74281,3525,2415,122,53.827,2.5540000000000003,1.75,0.08800000000000001,1854250.0,94671.0,1.344,0.069,82496.0,0.06,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-14,78003,3722,2549,134,56.524,2.697,1.847,0.097,1947041.0,92791.0,1.411,0.067,84233.0,0.061,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-15,81970,3967,2649,100,59.398,2.875,1.92,0.07200000000000001,2039952.0,92911.0,1.4780000000000002,0.067,86023.0,0.062,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-16,85940,3970,2752,103,62.275,2.877,1.994,0.075,2134277.0,94325.0,1.547,0.068,87295.0,0.063,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-17,90927,4987,2872,120,65.889,3.614,2.081,0.087,2227642.0,93365.0,1.614,0.068,88372.0,0.064,samples tested,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-18,96169,5242,3029,157,69.687,3.799,2.195,0.114,2302792.0,75150.0,1.669,0.054000000000000006,89872.0,0.065,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-19,101139,4970,3163,134,73.289,3.6010000000000004,2.292,0.097,2404267.0,101475.0,1.742,0.07400000000000001,92098.0,0.067,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-20,106750,5611,3303,140,77.355,4.066,2.393,0.101,2512388.0,108121.0,1.821,0.078,94020.0,0.068,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-21,112359,5609,3435,132,81.419,4.064,2.489,0.096,2615920.0,103532.0,1.896,0.075,95554.0,0.069,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-22,118447,6088,3583,148,85.831,4.412,2.596,0.107,2719434.0,103514.0,1.971,0.075,97069.0,0.07,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-23,125101,6654,3720,137,90.653,4.822,2.696,0.099,2834798.0,115364.0,2.0540000000000003,0.084,100074.0,0.073,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-24,131868,6767,3867,147,95.556,4.904,2.802,0.107,2943421.0,108623.0,2.133,0.079,102254.0,0.07400000000000001,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-25,138845,6977,4021,154,100.612,5.056,2.914,0.112,3033591.0,90170.0,2.198,0.065,104400.0,0.076,samples tested,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-26,145380,6535,4167,146,105.347,4.735,3.02,0.106,,,,,,,,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
IND,2020-05-27,151767,6387,4337,170,109.976,4.628,3.143,0.123,,,,,,,,79.17,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
